case_tag,source_tag,binning_tag,fit_mode,state,rapidity,source_file,output_file,n_weight_bins
local260505_2exp_everyOther_expoConst,local260505_2exp,everyOther,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260505_2exp_everyOther_doubleExp,local260505_2exp,everyOther,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,4
local260505_2exp_coarse3_linear,local260505_2exp,coarse3,linear,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_linear/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260505_2exp_coarse3_poly2,local260505_2exp,coarse3,poly2,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_poly2/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260505_2exp_coarse3_expoConst,local260505_2exp,coarse3,expoConst,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_expoConst/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260505_2exp_coarse3_doubleExp,local260505_2exp,coarse3,doubleExp,nonprompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y0_1p6_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_mid.root,2
local260505_2exp_nominal_linear,local260505_2exp,nominal,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_nominal_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260505_2exp_nominal_poly2,local260505_2exp,nominal,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_nominal_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260505_2exp_nominal_expoConst,local260505_2exp,nominal,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_nominal_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260505_2exp_nominal_doubleExp,local260505_2exp,nominal,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_nominal_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,6
local260505_2exp_mergeLow_linear,local260505_2exp,mergeLow,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLow_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeLow_poly2,local260505_2exp,mergeLow,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLow_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeLow_expoConst,local260505_2exp,mergeLow,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLow_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeLow_doubleExp,local260505_2exp,mergeLow,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLow_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeHigh_linear,local260505_2exp,mergeHigh,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeHigh_poly2,local260505_2exp,mergeHigh,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeHigh_expoConst,local260505_2exp,mergeHigh,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeHigh_doubleExp,local260505_2exp,mergeHigh,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,5
local260505_2exp_mergeLowHigh_linear,local260505_2exp,mergeLowHigh,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLowHigh_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260505_2exp_mergeLowHigh_poly2,local260505_2exp,mergeLowHigh,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLowHigh_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260505_2exp_mergeLowHigh_expoConst,local260505_2exp,mergeLowHigh,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLowHigh_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260505_2exp_mergeLowHigh_doubleExp,local260505_2exp,mergeLowHigh,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_mergeLowHigh_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,4
local260505_2exp_everyOther_linear,local260505_2exp,everyOther,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,3
local260505_2exp_everyOther_poly2,local260505_2exp,everyOther,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,3
local260505_2exp_everyOther_expoConst,local260505_2exp,everyOther,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,3
local260505_2exp_everyOther_doubleExp,local260505_2exp,everyOther,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_everyOther_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,3
local260505_2exp_coarse3_linear,local260505_2exp,coarse3,linear,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_linear/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260505_2exp_coarse3_poly2,local260505_2exp,coarse3,poly2,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_poly2/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260505_2exp_coarse3_expoConst,local260505_2exp,coarse3,expoConst,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_expoConst/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260505_2exp_coarse3_doubleExp,local260505_2exp,coarse3,doubleExp,nonprompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_BtoJpsi_DATA_y1p6_2p4_260505_2exp.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260505_2exp_coarse3_doubleExp/ratioDataMC_AA_BtoJpsi_DATA_fwd.root,2
local260503_nominal_linear,local260503,nominal,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,7
local260503_nominal_poly2,local260503,nominal,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,7
local260503_nominal_expoConst,local260503,nominal,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,7
local260503_nominal_doubleExp,local260503,nominal,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,7
local260503_mergeLow_linear,local260503,mergeLow,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeLow_poly2,local260503,mergeLow,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeLow_expoConst,local260503,mergeLow,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeLow_doubleExp,local260503,mergeLow,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeHigh_linear,local260503,mergeHigh,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeHigh_poly2,local260503,mergeHigh,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeHigh_expoConst,local260503,mergeHigh,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeHigh_doubleExp,local260503,mergeHigh,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,6
local260503_mergeLowHigh_linear,local260503,mergeLowHigh,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,5
local260503_mergeLowHigh_poly2,local260503,mergeLowHigh,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,5
local260503_mergeLowHigh_expoConst,local260503,mergeLowHigh,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,5
local260503_mergeLowHigh_doubleExp,local260503,mergeLowHigh,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,5
local260503_everyOther_linear,local260503,everyOther,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,4
local260503_everyOther_poly2,local260503,everyOther,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,4
local260503_everyOther_expoConst,local260503,everyOther,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,4
local260503_everyOther_doubleExp,local260503,everyOther,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_everyOther_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,4
local260503_coarse3_linear,local260503,coarse3,linear,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_linear/ratioDataMC_AA_Jpsi_DATA_mid.root,2
local260503_coarse3_poly2,local260503,coarse3,poly2,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_poly2/ratioDataMC_AA_Jpsi_DATA_mid.root,2
local260503_coarse3_expoConst,local260503,coarse3,expoConst,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_expoConst/ratioDataMC_AA_Jpsi_DATA_mid.root,2
local260503_coarse3_doubleExp,local260503,coarse3,doubleExp,prompt,mid,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y0_1p6_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_coarse3_doubleExp/ratioDataMC_AA_Jpsi_DATA_mid.root,2
local260503_nominal_linear,local260503,nominal,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,6
local260503_nominal_poly2,local260503,nominal,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,6
local260503_nominal_expoConst,local260503,nominal,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,6
local260503_nominal_doubleExp,local260503,nominal,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_nominal_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,6
local260503_mergeLow_linear,local260503,mergeLow,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeLow_poly2,local260503,mergeLow,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeLow_expoConst,local260503,mergeLow,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeLow_doubleExp,local260503,mergeLow,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLow_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeHigh_linear,local260503,mergeHigh,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeHigh_poly2,local260503,mergeHigh,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeHigh_expoConst,local260503,mergeHigh,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeHigh_doubleExp,local260503,mergeHigh,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeHigh_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,5
local260503_mergeLowHigh_linear,local260503,mergeLowHigh,linear,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_linear/ratioDataMC_AA_Jpsi_DATA_fwd.root,4
local260503_mergeLowHigh_poly2,local260503,mergeLowHigh,poly2,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_poly2/ratioDataMC_AA_Jpsi_DATA_fwd.root,4
local260503_mergeLowHigh_expoConst,local260503,mergeLowHigh,expoConst,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_expoConst/ratioDataMC_AA_Jpsi_DATA_fwd.root,4
local260503_mergeLowHigh_doubleExp,local260503,mergeLowHigh,doubleExp,prompt,fwd,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ratioDataMC_AA_Jpsi_DATA_y1p6_2p4_260503.root,/data/hwan/psi2S_RAA_PbPb2018/compareDataToMC/ptw_binning_scan_260509/local260503_mergeLowHigh_doubleExp/ratioDataMC_AA_Jpsi_DATA_fwd.root,4
